0;30
.5;30
1.0;30
1.5;30
2.0;30
2.5;30
3.0;30
3.5;30
4.0;30
4.5;30
5.0;30
5.5;30
6.0;30
6.5;30
7.0;30
7.5;30
8.0;30
8.5;30
9.0;30
9.5;30
10.0;30
10.5;30
11.0;30
11.5;30
12.0;30
12.5;30
13.0;30
13.5;30
14.0;30
14.5;30
15.0;30
15.5;30
16.0;30
16.5;30
17.0;30
17.5;30
18.0;30
18.5;30
19.0;30
19.5;30
20.0;30
20.5;30
21.0;30
21.5;30
22.0;30
22.5;30
23.0;30
23.5;30
24.0;30
24.5;30
25.0;30
25.5;30
26.0;30
26.5;30
27.0;30
27.5;30
28.0;30
28.5;30
29.0;30
29.5;30
30.0;30
30.5;30
31.0;30
31.5;30
32.0;30
32.5;30
33.0;30
33.5;30
34.0;30
34.5;30
35.0;30
35.5;30
36.0;30
36.5;30
37.0;30
37.5;30
38.0;30
38.5;30
39.0;30
39.5;30
40.0;30
40.5;30
41.0;30
41.5;30
42.0;30
42.5;30
43.0;30
43.5;30
44.0;30
44.5;30
45.0;30
45.5;30
46.0;30
46.5;30
47.0;30
47.5;30
48.0;30
48.5;30
49.0;30
49.5;30
50.0;30
50.5;30
51.0;30
51.5;30
52.0;30
52.5;30
53.0;30
53.5;30
54.0;30
54.5;30
55.0;30
55.5;30
56.0;30
56.5;30
57.0;30
57.5;30
58.0;30
58.5;30
59.0;30
59.5;30
60.0;30
60.5;30
61.0;30
61.5;30
62.0;30
62.5;30
63.0;30
63.5;30
64.0;30
64.5;30
65.0;30
65.5;30
66.0;30
66.5;30
67.0;30
67.5;30
68.0;30
68.5;30
69.0;30
69.5;30
70.0;30
70.5;30
71.0;30
71.5;30
72.0;30
72.5;30
73.0;30
73.5;30
74.0;30
74.5;30
75.0;30
75.5;30
76.0;30
76.5;30
77.0;30
77.5;30
78.0;30
78.5;30
79.0;30
79.5;30
80.0;30
80.5;30
81.0;30
81.5;30
82.0;30
82.5;30
83.0;30
83.5;30
84.0;30
84.5;30
85.0;30
85.5;30
86.0;30
86.5;30
87.0;30
87.5;30
88.0;30
88.5;30
89.0;30
89.5;30
90.0;30
90.5;30
91.0;30
91.5;30
92.0;30
92.5;30
93.0;30
93.5;30
94.0;30
94.5;30
95.0;30
95.5;30
96.0;30
96.5;30
97.0;30
97.5;30
98.0;30
98.5;30
99.0;30
99.5;30
100.0;30
100.5;30
101.0;30
101.5;30
102.0;30
102.5;30
103.0;30
103.5;30
104.0;30
104.5;30
105.0;30
105.5;30
106.0;30
106.5;30
107.0;30
107.5;30
108.0;30
108.5;30
109.0;30
109.5;30
110.0;30
110.5;30
111.0;30
111.5;30
112.0;30
112.5;30
113.0;30
113.5;30
114.0;30
114.5;30
115.0;30
115.5;30
116.0;30
116.5;30
117.0;30
117.5;30
118.0;30
118.5;30
119.0;30
119.5;30
120.0;30
120.5;30
121.0;30
121.5;30
122.0;30
122.5;30
123.0;30
123.5;30
124.0;30
124.5;30
125.0;30
125.5;30
126.0;30
126.5;30
127.0;30
127.5;30
128.0;30
128.5;30
129.0;30
129.5;30
130.0;30
130.5;30
131.0;30
131.5;30
132.0;30
132.5;30
133.0;30
133.5;30
134.0;30
134.5;30
135.0;30
135.5;30
136.0;30
136.5;30
137.0;30
137.5;30
138.0;30
138.5;30
139.0;30
139.5;30
140.0;30
140.5;30
141.0;30
141.5;30
142.0;30
142.5;30
143.0;30
143.5;30
144.0;30
144.5;30
145.0;30
145.5;30
146.0;30
146.5;30
147.0;30
147.5;30
148.0;30
148.5;30
149.0;30
149.5;30
150.0;30
150.5;30
151.0;30
151.5;30
152.0;30
152.5;30
153.0;30
153.5;30
154.0;30
154.5;30
155.0;30
155.5;30
156.0;30
156.5;30
157.0;30
157.5;30
158.0;30
158.5;30
159.0;30
159.5;30
160.0;30
160.5;30
161.0;30
161.5;30
162.0;30
162.5;30
163.0;30
163.5;30
164.0;30
164.5;30
165.0;30
165.5;30
166.0;30
166.5;30
167.0;30
167.5;30
168.0;30
168.5;30
169.0;30
169.5;30
170.0;30
170.5;30
171.0;30
171.5;30
172.0;30
172.5;30
173.0;30
173.5;30
174.0;30
174.5;30
175.0;30
175.5;30
176.0;30
176.5;30
177.0;30
177.5;30
178.0;30
178.5;30
179.0;30
179.5;30
180.0;30
